omega,cooperativity,kon,v_s,D,tip_off,cooperativity_mode,run_folder
0.82,1,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0033
0.83,1,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0034
0.84,1,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0035
0.85,1,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0036
0.86,1,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0037
0.87,1,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0038
0.88,1,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0039
0.89,1,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0040
0.9,1,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0041
0.91,1,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0042
0.92,1,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0043
0.93,1,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0044
0.94,1,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0045
0.95,1,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0046
0.96,1,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0047
0.97,1,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0048
0.98,1,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0049
0.99,1,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0050
1.0,1,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0051
0.0,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0052
0.05,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0053
0.1,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0054
0.15,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0055
0.2,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0056
0.25,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0057
0.3,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0058
0.35,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0059
0.4,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0060
0.45,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0061
0.5,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0062
0.55,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0063
0.6,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0064
0.65,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0065
0.7,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0066
0.75,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0067
0.8,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0068
0.85,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0069
0.9,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0070
0.95,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0071
1.0,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0072
0.7,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0073
0.71,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0074
0.72,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0075
0.73,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0076
0.74,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0077
0.75,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0078
0.76,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0079
0.77,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0080
0.78,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0081
0.79,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0082
0.8,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0083
0.81,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0084
0.82,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0085
0.83,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0086
0.84,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0087
0.85,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0088
0.86,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0089
0.87,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0090
0.88,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0091
0.89,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0092
0.9,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0093
0.91,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0094
0.92,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0095
0.93,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0096
0.94,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0097
0.95,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0098
0.96,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0099
0.97,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0100
0.98,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0101
0.99,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0102
1.0,2,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0103
0.0,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0104
0.05,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0105
0.1,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0106
0.15,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0107
0.2,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0108
0.25,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0109
0.3,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0110
0.35,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0111
0.4,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0112
0.45,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0113
0.5,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0114
0.55,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0115
0.6,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0116
0.65,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0117
0.7,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0118
0.75,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0119
0.8,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0120
0.85,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0121
0.9,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0122
0.95,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0123
1.0,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0124
0.7,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0125
0.71,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0126
0.72,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0127
0.73,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0128
0.74,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0129
0.75,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0130
0.76,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0131
0.77,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0132
0.78,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0133
0.79,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0134
0.8,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0135
0.81,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0136
0.82,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0137
0.83,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0138
0.84,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0139
0.85,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0140
0.86,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0141
0.87,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0142
0.88,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0143
0.89,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0144
0.9,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0145
0.91,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0146
0.92,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0147
0.93,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0148
0.94,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0149
0.95,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0150
0.96,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0151
0.97,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0152
0.98,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0153
0.99,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0154
1.0,3,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0155
0.0,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0156
0.05,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0157
0.1,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0158
0.15,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0159
0.2,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0160
0.25,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0161
0.3,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0162
0.35,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0163
0.4,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0164
0.45,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0165
0.5,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0166
0.55,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0167
0.6,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0168
0.65,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0169
0.7,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0170
0.75,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0171
0.8,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0172
0.85,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0173
0.9,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0174
0.95,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0175
1.0,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0176
0.7,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0177
0.71,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0178
0.72,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0179
0.73,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0180
0.74,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0181
0.75,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0182
0.76,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0183
0.77,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0184
0.78,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0185
0.79,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0186
0.8,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0187
0.81,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0188
0.82,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0189
0.83,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0190
0.84,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0191
0.85,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0192
0.86,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0193
0.87,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0194
0.88,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0195
0.89,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0196
0.9,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0197
0.91,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0198
0.92,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0199
0.93,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0200
0.94,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0201
0.95,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0202
0.96,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0203
0.97,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0204
0.98,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0205
0.99,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0206
1.0,4,0.00012,0.39,0.09,0.0,protofilament,runs_1nM/scan/run0207
0.0,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0208
0.05,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0209
0.1,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0210
0.15,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0211
0.2,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0212
0.25,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0213
0.3,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0214
0.35,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0215
0.4,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0216
0.45,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0217
0.5,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0218
0.55,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0219
0.6,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0220
0.65,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0221
0.7,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0222
0.75,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0223
0.8,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0224
0.85,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0225
0.9,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0226
0.95,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0227
1.0,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0228
0.7,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0229
0.71,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0230
0.72,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0231
0.73,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0232
0.74,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0233
0.75,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0234
0.76,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0235
0.77,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0236
0.78,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0237
0.79,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0238
0.8,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0239
0.81,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0240
0.82,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0241
0.83,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0242
0.84,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0243
0.85,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0244
0.86,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0245
0.87,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0246
0.88,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0247
0.89,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0248
0.9,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0249
0.91,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0250
0.92,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0251
0.93,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0252
0.94,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0253
0.95,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0254
0.96,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0255
0.97,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0256
0.98,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0257
0.99,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0258
1.0,1,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0259
0.0,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0260
0.05,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0261
0.1,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0262
0.15,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0263
0.2,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0264
0.25,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0265
0.3,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0266
0.35,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0267
0.4,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0268
0.45,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0269
0.5,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0270
0.55,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0271
0.6,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0272
0.65,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0273
0.7,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0274
0.75,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0275
0.8,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0276
0.85,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0277
0.9,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0278
0.95,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0279
1.0,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0280
0.7,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0281
0.71,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0282
0.72,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0283
0.73,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0284
0.74,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0285
0.75,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0286
0.76,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0287
0.77,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0288
0.78,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0289
0.79,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0290
0.8,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0291
0.81,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0292
0.82,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0293
0.83,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0294
0.84,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0295
0.85,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0296
0.86,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0297
0.87,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0298
0.88,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0299
0.89,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0300
0.9,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0301
0.91,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0302
0.92,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0303
0.93,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0304
0.94,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0305
0.95,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0306
0.96,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0307
0.97,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0308
0.98,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0309
0.99,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0310
1.0,2,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0311
0.0,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0312
0.05,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0313
0.1,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0314
0.15,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0315
0.2,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0316
0.25,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0317
0.3,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0318
0.35,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0319
0.4,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0320
0.45,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0321
0.5,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0322
0.55,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0323
0.6,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0324
0.65,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0325
0.7,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0326
0.75,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0327
0.8,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0328
0.85,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0329
0.9,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0330
0.95,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0331
1.0,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0332
0.7,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0333
