omega,cooperativity,kon,v_s,D,tip_off,cooperativity_mode,run_folder
0.5,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0062
0.55,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0063
0.6,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0064
0.65,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0065
0.7,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0066
0.75,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0067
0.8,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0068
0.85,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0069
0.9,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0070
0.95,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0071
1.0,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0072
0.7,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0073
0.71,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0074
0.72,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0075
0.73,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0076
0.74,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0077
0.75,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0078
0.76,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0079
0.77,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0080
0.78,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0081
0.79,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0082
0.8,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0083
0.81,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0084
0.82,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0085
0.83,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0086
0.84,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0087
0.85,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0088
0.86,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0089
0.87,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0090
0.88,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0091
0.89,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0092
0.9,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0093
0.91,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0094
0.92,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0095
0.93,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0096
0.94,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0097
0.95,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0098
0.96,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0099
0.97,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0100
0.98,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0101
0.99,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0102
1.0,6,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0103
0.0,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0104
0.05,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0105
0.1,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0106
0.15,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0107
0.2,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0108
0.25,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0109
0.3,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0110
0.35,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0111
0.4,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0112
0.45,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0113
0.5,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0114
0.55,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0115
0.6,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0116
0.65,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0117
0.7,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0118
0.75,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0119
0.8,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0120
0.85,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0121
0.9,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0122
0.95,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0123
1.0,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0124
0.7,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0125
0.71,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0126
0.72,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0127
0.73,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0128
0.74,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0129
0.75,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0130
0.76,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0131
0.77,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0132
0.78,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0133
0.79,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0134
0.8,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0135
0.81,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0136
0.82,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0137
0.83,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0138
0.84,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0139
0.85,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0140
0.86,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0141
0.87,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0142
0.88,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0143
0.89,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0144
0.9,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0145
0.91,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0146
0.92,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0147
0.93,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0148
0.94,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0149
0.95,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0150
0.96,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0151
0.97,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0152
0.98,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0153
0.99,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0154
1.0,7,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0155
0.0,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0156
0.05,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0157
0.1,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0158
0.15,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0159
0.2,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0160
0.25,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0161
0.3,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0162
0.35,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0163
0.4,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0164
0.45,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0165
0.5,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0166
0.55,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0167
0.6,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0168
0.65,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0169
0.7,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0170
0.75,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0171
0.8,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0172
0.85,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0173
0.9,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0174
0.95,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0175
1.0,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0176
0.7,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0177
0.71,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0178
0.72,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0179
0.73,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0180
0.74,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0181
0.75,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0182
0.76,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0183
0.77,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0184
0.78,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0185
0.79,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0186
0.8,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0187
0.81,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0188
0.82,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0189
0.83,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0190
0.84,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0191
0.85,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0192
0.86,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0193
0.87,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0194
0.88,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0195
0.89,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0196
0.9,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0197
0.91,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0198
0.92,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0199
0.93,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0200
0.94,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0201
0.95,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0202
0.96,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0203
0.97,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0204
0.98,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0205
0.99,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0206
1.0,13,0.00224,0.39,0.09,0.0,protofilament,runs_6nM_extra/scan/run0207
0.0,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0208
0.05,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0209
0.1,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0210
0.15,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0211
0.2,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0212
0.25,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0213
0.3,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0214
0.35,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0215
0.4,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0216
0.45,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0217
0.5,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0218
0.55,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0219
0.6,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0220
0.65,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0221
0.7,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0222
0.75,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0223
0.8,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0224
0.85,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0225
0.9,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0226
0.95,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0227
1.0,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0228
0.7,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0229
0.71,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0230
0.72,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0231
0.73,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0232
0.74,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0233
0.75,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0234
0.76,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0235
0.77,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0236
0.78,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0237
0.79,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0238
0.8,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0239
0.81,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0240
0.82,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0241
0.83,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0242
0.84,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0243
0.85,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0244
0.86,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0245
0.87,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0246
0.88,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0247
0.89,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0248
0.9,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0249
0.91,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0250
0.92,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0251
0.93,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0252
0.94,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0253
0.95,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0254
0.96,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0255
0.97,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0256
0.98,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0257
0.99,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0258
1.0,5,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0259
0.0,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0260
0.05,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0261
0.1,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0262
0.15,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0263
0.2,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0264
0.25,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0265
0.3,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0266
0.35,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0267
0.4,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0268
0.45,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0269
0.5,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0270
0.55,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0271
0.6,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0272
0.65,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0273
0.7,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0274
0.75,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0275
0.8,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0276
0.85,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0277
0.9,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0278
0.95,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0279
1.0,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0280
0.7,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0281
0.71,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0282
0.72,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0283
0.73,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0284
0.74,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0285
0.75,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0286
0.76,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0287
0.77,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0288
0.78,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0289
0.79,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0290
0.8,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0291
0.81,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0292
0.82,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0293
0.83,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0294
0.84,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0295
0.85,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0296
0.86,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0297
0.87,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0298
0.88,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0299
0.89,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0300
0.9,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0301
0.91,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0302
0.92,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0303
0.93,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0304
0.94,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0305
0.95,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0306
0.96,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0307
0.97,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0308
0.98,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0309
0.99,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0310
